Date,Total Cyclists,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2014-01-01,586,-1,-1,3.6,3.8,5.3,2.1
2014-01-02,1543,-1,-1,1.1,,2.2,0.6
2014-01-03,1582,-1,-1,1.7,0.7,2,1.1
2014-01-04,888,2.7,-1,2.6,1.6,2.4,1.6
2014-01-05,938,-1,-1,4.5,1.7,5.2,2.2
2014-01-06,991,0.8,-1,2.4,1.3,4.5,1.3
2014-01-07,1530,11.1,-1,3.4,2.5,3.9,2.8
2014-01-08,1845,1.4,-1,5.1,2.3,5.6,2.5
2014-01-09,2242,10.7,-1,4.6,4.1,5.3,3.9
2014-01-10,1206,3,-1,1.8,1.7,4.2,0.4
2014-01-11,760,1.7,-1,-3.2,-2.9,0.4,-3.9
2014-01-12,421,0.2,2,-7.3,,-3.9,-8.6
2014-01-13,1188,-1,2,-10.4,-10.1,-7.8,-12.3
2014-01-14,1012,-1,2,-13.6,-15.1,-12,-15.1
2014-01-15,1702,0.6,2,-10.4,-14.2,-8.4,-13.3
2014-01-16,1598,-1,4,-11.5,,-8,-12.5
2014-01-17,876,-1,4,-12.7,-14.9,-11.6,-13.9
2014-01-18,359,-1,5,-12.7,-13.7,-10.8,-14.2
2014-01-19,384,-1,4,-12.1,-16.9,-8.7,-16.3
2014-01-20,1005,0.3,4,-11,-16.8,-8.6,-14.3
2014-01-21,1086,-1,6,-10.4,,-8.1,-12.5
2014-01-22,1104,-1,6,-13.9,-14.8,-12.2,-15
2014-01-23,1016,-1,6,-14.3,,-11,-16.9
2014-01-24,929,-1,7,-15.3,,-12.8,-18.2
2014-01-25,433,-1,7,-7.2,-19.4,-4.5,-17.2
2014-01-26,391,-1,6,-7.2,-6.9,-4.9,-8.4
2014-01-27,1120,-1,6,-7,-7.6,-4.4,-8.7
2014-01-28,1049,-1,6,-6.9,-8,-5.2,-8
2014-01-29,1111,-1,6,-7.8,-9.3,-5.8,-8.4
2014-01-30,1127,-1,6,-9.7,-12.3,-7.5,-11
2014-01-31,940,13.4,6,-8.3,-11.6,-6.4,-10.2
2014-02-01,223,0.8,18,-5.6,-7.4,-4.3,-7.6
2014-02-02,362,1.1,17,-2.6,,-2.2,-4.7
2014-02-03,1059,0.5,16,-0.4,,0.6,-3
2014-02-04,1012,-1,16,-0.1,,0.8,-0.5
2014-02-05,1038,-1,15,-2.9,,0.1,-4.7
2014-02-06,1203,-1,15,-5.3,,-2.1,-7.3
2014-02-07,1007,2.5,15,-1.1,,0.9,-7.1
2014-02-08,357,2.5,13,1.6,-0.3,2.2,0.6
2014-02-09,355,0.7,11,2.1,-0.1,3.4,1
2014-02-10,1223,5.7,9,1.4,-0.1,2.3,1.1
2014-02-11,1111,2.4,10,0.3,-0.1,1.3,0.1
2014-02-12,1033,2.1,10,0.9,-0.1,1.7,0
2014-02-13,1269,-1,8,1.2,-0.1,1.8,0.6
2014-02-14,1203,-1,7,0.8,0.1,1.7,0.4
2014-02-15,625,1,7,0.4,-0.3,1.2,-0.1
2014-02-16,455,1,8,1.4,-0.1,2.6,0.1
2014-02-17,1142,1.1,6,1.8,0.8,2.6,1.2
2014-02-18,1329,0.3,4,1.4,0.5,2.2,1
2014-02-19,1357,0.1,4,0.6,-1.3,1.8,-0.8
2014-02-20,1227,0.3,4,-1.7,-1.4,0.7,-2.6
2014-02-21,1023,0.8,4,-1.7,-4.8,0,-4.3
2014-02-22,534,1.2,4,1.8,-0.3,2.4,-0.2
2014-02-23,622,0.1,2,2.2,0.8,2.9,1.5
2014-02-24,1958,-1,-1,3.3,1.5,4.7,1.8
2014-02-25,2144,-1,-1,1.9,-0.2,4,0.5
2014-02-26,2055,-1,-1,0.6,-2.6,3,-0.5
2014-02-27,2040,0.2,-1,1,0.3,1.5,0.6
2014-02-28,2039,-1,-1,0.9,-0.1,1.3,0.5
2014-03-01,1291,-1,-1,0.1,-2.6,2.4,-1.2
2014-03-02,771,3.8,-1,0.7,-0.2,1.1,0.3
2014-03-03,1450,2.1,0,0.9,-0.1,1.5,0.4
2014-03-04,2161,-1,,1.1,,2,0.5
2014-03-05,2456,-1,-1,1.3,0.3,3.5,0.3
2014-03-06,2632,-1,-1,0.6,-4.2,2.3,-1.5
2014-03-07,2258,2.2,-1,1.7,0.2,2.9,0.3
2014-03-08,1351,0.2,-1,4.2,0,7.7,0.8
2014-03-09,1410,-1,-1,3.4,-1.7,5.5,1
2014-03-10,3070,1.3,-1,4.2,1.4,7.1,2.8
2014-03-11,3636,-1,-1,4.8,0.3,8,2.5
2014-03-12,3802,-1,-1,5.8,-0.7,10.9,1
2014-03-13,4033,-1,-1,5,-1.5,9.4,2
2014-03-14,3222,9,-1,4.7,0.7,8.4,1.7
2014-03-15,485,3.6,5,0.8,-0.1,4.8,0.2
2014-03-16,625,0.2,4,-1.5,-2.6,1.1,-2.7
2014-03-17,2090,-1,4,-4.1,-11.6,-0.2,-8.1
2014-03-18,2010,0.8,4,-1.8,-9.7,1.6,-6.9
2014-03-19,2182,-1,4,-2,-7.8,1.5,-4.1
2014-03-20,2218,5.3,4,-2.4,-10.6,0.1,-8.3
2014-03-21,1580,0.8,7,4.5,-0.9,8.9,-1.3
2014-03-22,2105,-1,-1,3.3,0.5,6,1.9
2014-03-23,1277,0.4,-1,2.7,0.1,4.4,1.6
2014-03-24,3750,-1,-1,3.5,0,6.5,1.7
2014-03-25,3850,-1,-1,4.9,-1.9,8.7,1.3
2014-03-26,4028,-1,-1,3.6,-1.5,6.3,0.2
2014-03-27,4299,-1,-1,4,-4.8,9.4,-1.4
2014-03-28,4049,-1,0,3.6,-3,8,0.9
2014-03-29,2739,-1,-1,3,-4.8,6.1,-1.5
2014-03-30,2411,-1,0,4.6,-4.1,9.5,-0.8
2014-03-31,4474,-1,-1,1.2,-3.5,4.8,-1.7
2014-04-01,4419,-1,-1,1,-5.9,6,-2.5
2014-04-02,4356,-1,-1,0.8,,3.5,-4.5
2014-04-03,4310,0.3,-1,2.8,-0.1,6.5,1
2014-04-04,4310,-1,-1,2.3,-5.8,6.5,-2.5
2014-04-05,2793,0.6,0,3.3,-3.7,7.3,-0.5
2014-04-06,1203,3,-1,3.6,1.5,5.1,2.6
2014-04-07,4322,0.2,-1,2.8,-0.4,4.2,2.1
2014-04-08,5375,-1,-1,2.9,-2.9,7,0.1
2014-04-09,5395,-1,-1,2.6,-2.6,6,-0.9
2014-04-10,5328,-1,-1,2.3,-1.5,3.7,0.2
2014-04-11,3777,3.4,-1,3.8,-0.1,5.2,2.4
2014-04-12,2392,0.3,-1,3.6,2.5,6.2,2.4
2014-04-13,1210,1.2,-1,4.3,1.9,5.1,3.5
2014-04-14,5319,-1,-1,5.1,2.1,7.9,3.6
2014-04-15,5549,0.3,-1,5.3,-1.7,10.7,1.2
2014-04-16,6098,-1,-1,4.8,-4.5,9.6,-0.8
2014-04-17,4722,-1,-1,5.5,0.9,9,2.6
2014-04-18,2758,-1,-1,8.5,3.1,13,4.9
2014-04-19,2992,-1,-1,9.1,-0.5,13.8,3.5
2014-04-20,3524,-1,-1,9.7,-1.6,14.4,2.8
2014-04-21,4431,-1,-1,9.3,-0.5,13.1,4.2
2014-04-22,8721,-1,-1,13,0,19.9,4.8
2014-04-23,7958,-1,-1,7.4,0.8,14.8,3.3
2014-04-24,8069,-1,-1,6.4,-4.1,9.6,1
2014-04-25,7585,-1,-1,8.2,-3.6,12.4,1.5
2014-04-26,5266,-1,-1,9.3,-1.6,13.4,3.9
2014-04-27,5584,-1,,11.3,-0.8,16.3,4.6
2014-04-28,8928,-1,,11.6,-0.1,16.5,5.1
2014-04-29,7685,-1,-1,9.7,3.6,15.7,7.2
2014-04-30,6749,-1,-1,7.3,-2,11.4,2.6
2014-05-01,2243,1.2,-1,4.6,-1.2,8.4,2.9
2014-05-02,4883,4.7,-1,3.4,-3.2,8.6,-0.1
2014-05-03,3052,0.7,-1,5,-2.8,8.5,0.4
2014-05-04,2827,10,-1,4.2,2,7.8,1.6
2014-05-05,4940,1.1,-1,4,0.7,7.9,1.2
2014-05-06,8036,-1,-1,4.8,-4.5,9.8,-1.2
2014-05-07,8552,2,-1,5.9,,9.8,-0.4
2014-05-08,3092,8.3,-1,5.5,2.5,6.7,4.5
2014-05-09,4306,12.4,-1,7.8,5.4,11.6,5.3
2014-05-10,3152,3.6,-1,8.3,5.4,12.2,5.5
2014-05-11,3817,2.7,-1,9,7.6,11.9,8
2014-05-12,7142,0.1,-1,9.2,7.3,12.4,7.6
2014-05-13,5486,4.7,-1,9.8,6.2,12.5,7.9
2014-05-14,9064,-1,-1,10.7,6.2,14.7,7.9
2014-05-15,9266,-1,-1,8.6,3.4,12.4,5.4
2014-05-16,7916,-1,-1,8.6,0.3,11.7,5.2
2014-05-17,6303,-1,-1,11.1,0.5,16.2,4.2
2014-05-18,6690,-1,-1,15.9,2.4,22.1,6.7
2014-05-19,11569,0.5,-1,18.6,9.5,23.9,13.5
2014-05-20,12671,1,-1,17.5,10.7,23.6,11.8
2014-05-21,7818,1.3,-1,14.9,9.7,18.2,12
2014-05-22,13010,-1,-1,16.6,8.3,22.9,10.8
2014-05-23,11208,-1,-1,18.4,7.1,24.2,11
2014-05-24,10470,-1,-1,21.3,11.6,26.3,15.8
2014-05-25,10012,-1,-1,20.1,12,25.4,16.1
2014-05-26,13651,0.1,-1,17.5,10.1,23.4,13.2
2014-05-27,7126,1.2,-1,7.9,6.8,18.6,5.8
2014-05-28,5885,7.9,-1,7.1,4.9,8.8,5.2
2014-05-29,2399,0.6,-1,9.1,6.9,10.7,6.9
2014-05-30,6947,-1,-1,11.1,10,13.4,9.8
2014-05-31,4801,0.1,-1,11.1,9.1,15.1,9.7
2014-06-01,6163,-1,-1,13,6.3,16.6,9.2
2014-06-02,11602,0.3,-1,15,7.7,17.2,11.1
2014-06-03,9140,2.8,-1,14.6,,16,14
2014-06-04,14540,-1,-1,18.5,10.7,22.5,13.4
2014-06-05,14776,0.1,-1,19.1,10.9,24.4,15.8
2014-06-06,11370,1,-1,17.5,12,23.3,14.5
2014-06-07,6486,2.6,-1,15,9.9,18.6,12.6
2014-06-08,7163,0.1,-1,14.6,7.7,18.6,11
2014-06-09,13840,0.1,-1,16.5,8.7,21.4,12
2014-06-10,11280,1.3,-1,16.3,11.8,20,14.3
2014-06-11,14185,4.7,-1,16.2,12.6,20.7,13
2014-06-12,4420,15.7,-1,13.1,10.3,16,11.9
2014-06-13,5016,6.8,-1,13.2,10.7,14.9,11.5
2014-06-14,4857,-1,-1,13.1,11.1,16.5,12.3
2014-06-15,6556,-1,-1,13.5,4.6,17.8,7
2014-06-16,9325,5,-1,11.7,6,17,8.7
2014-06-17,8146,0.4,-1,8.2,3.4,11.3,3.5
2014-06-18,7860,0.5,-1,11.9,3.3,17.3,5.6
2014-06-19,6864,0.4,-1,12.8,6,17.2,9.9
2014-06-20,2376,5.8,-1,11.6,5.5,16.7,8
2014-06-21,2280,0.2,-1,9.7,4.2,14.2,6.3
2014-06-22,1836,8.5,-1,9.4,4.5,12.9,7.2
2014-06-23,8030,0.3,-1,10,5.5,13.5,6.3
2014-06-24,6803,1.3,-1,11.9,5.9,15.3,8.6
2014-06-25,9242,-1,-1,12.5,7.3,16,9.5
2014-06-26,8312,0.2,-1,12.3,8.3,17.2,10.1
2014-06-27,8268,-1,-1,13,7.1,16.4,9
2014-06-28,6563,0.5,-1,14.9,7.5,18.2,10.9
2014-06-29,1493,13.5,-1,13,9.7,14.7,11.7
2014-06-30,5569,0.1,-1,13.6,12.3,16,11.8
2014-07-01,6971,2.8,-1,13,10.4,14.3,12
2014-07-02,8216,0.5,-1,14.7,,17.8,11.3
2014-07-03,8673,0.8,-1,15,8,18.4,11.2
2014-07-04,7455,-1,-1,16.6,13.4,20,13.3
2014-07-05,5955,-1,-1,16.3,7.7,21.3,11.4
2014-07-06,6314,-1,-1,18.7,8,23.2,11.6
2014-07-07,9991,-1,-1,20.4,12.6,23.9,16.1
2014-07-08,10821,-1,-1,21,14,25.3,17.4
2014-07-09,11483,6.5,-1,22.9,12.2,28.1,15.9
2014-07-10,8458,-1,-1,16.9,15.3,24.4,15.1
2014-07-11,7828,-1,-1,16.5,9.5,20,11.1
2014-07-12,5106,-1,-1,17.9,10.1,20.9,12.9
2014-07-13,5516,0.1,-1,20.7,16.7,23.5,18.4
2014-07-14,7255,0.1,-1,18.7,15.6,22.5,17
2014-07-15,7773,0.1,-1,18.7,12.9,22.1,16
2014-07-16,7459,0.1,-1,17.6,13.4,21.8,15.6
2014-07-17,9011,-1,-1,18.5,11.8,22.5,14.7
2014-07-18,7694,-1,-1,19.5,13,24.3,16.4
2014-07-19,6047,-1,-1,20.7,13.1,24.4,16
2014-07-20,5234,-1,-1,21,12.5,25,15.3
2014-07-21,9470,-1,-1,20.8,12.6,25.2,16
2014-07-22,10159,-1,-1,22.6,12.3,26.5,16.1
2014-07-23,10135,-1,-1,24.5,14.5,29.6,18.7
2014-07-24,9817,-1,-1,23,14.8,28.4,18.6
2014-07-25,8717,-1,-1,23.6,14.3,27.9,17.9
2014-07-26,6756,-1,-1,24.7,15.1,28.7,19.2
2014-07-27,5877,-1,-1,24.4,14.9,29.6,18.5
2014-07-28,10291,-1,-1,25.1,16.1,29.6,20
2014-07-29,10063,0.2,-1,23.2,16.5,27.2,20.1
2014-07-30,10456,0.2,-1,23,15.9,27,18.5
2014-07-31,8599,1.4,-1,22.9,20,28.2,20.2
2014-08-01,9823,-1,-1,21.7,15.9,24.6,18.6
2014-08-02,6915,-1,-1,21.7,16,25.3,18.5
2014-08-03,6990,-1,-1,23.1,15.3,27.3,18.3
2014-08-04,12849,-1,-1,24.3,,,
2014-08-05,13462,-1,-1,24.3,17.5,28.4,20.4
2014-08-06,13088,-1,-1,24.5,17,28,20.3
2014-08-07,11815,2.7,-1,23,17.2,28.4,20.1
2014-08-08,11287,-1,-1,21.3,14.6,24.8,16.9
2014-08-09,7254,-1,-1,20.7,13.7,24.5,16
2014-08-10,7308,0.1,-1,21.4,14.3,25.4,17
2014-08-11,11872,8.6,-1,22.5,17.1,25.2,20.2
2014-08-12,11096,2,-1,20.6,18.1,24.4,18.4
2014-08-13,10428,6.9,-1,17.9,12.2,21.1,14.3
2014-08-14,10344,-1,-1,17.6,12.6,21.1,13.1
2014-08-15,10707,0.6,-1,17.6,11.5,22.5,13.3
2014-08-16,5777,0.5,-1,18.1,12.3,20.9,14.9
2014-08-17,7587,2.5,-1,16.8,10.3,21.8,12.8
2014-08-18,6503,4.1,-1,16.5,11.8,20.1,14.5
2014-08-19,7482,16,-1,15.2,13.6,16.8,13
2014-08-20,7653,26.6,-1,13.9,12,17.5,11.5
2014-08-21,9935,0.1,-1,14.9,10.7,18,11.2
2014-08-22,8523,0.1,-1,14.6,10.2,17.2,12.6
2014-08-23,3640,12.3,-1,13.1,9.3,17.6,11.7
2014-08-24,5182,0.4,-1,14.5,10.1,18.1,11.3
2014-08-25,5126,17.5,-1,13.5,9.6,15.1,11.8
2014-08-26,6250,3.2,-1,14.5,12.5,18.6,12.7
2014-08-27,7422,12.5,-1,14.2,10.7,18.1,11.9
2014-08-28,7531,1.4,-1,14.4,11.5,18.8,12.9
2014-08-29,7153,3,-1,13.1,8.5,16.9,10.9
2014-08-30,4893,-1,-1,12.8,8,16.6,10.1
2014-08-31,4926,-1,-1,12.9,7.7,16.6,9.6
2014-09-01,9185,-1,-1,12.2,6.6,15.1,8.5
2014-09-02,9644,-1,-1,13.1,,16.4,7.5
2014-09-03,9965,-1,-1,16.2,9.5,20,12.4
2014-09-04,9801,-1,-1,15.6,11.6,18.8,13
2014-09-05,9210,-1,-1,16.6,11.8,19.9,14.8
2014-09-06,5104,-1,-1,14.3,6.9,19,9.9
2014-09-07,5388,-1,-1,14.4,6.1,20.2,9.2
2014-09-08,10131,-1,-1,16.2,7.6,20.3,11.1
2014-09-09,8489,12.3,-1,16.3,12.6,19.5,14.9
2014-09-10,8811,-1,-1,14.9,7.9,18.9,10.6
2014-09-11,9505,-1,-1,15,8.7,20.2,11.6
2014-09-12,8213,-1,-1,15.2,13.5,18.9,13.4
2014-09-13,5085,-1,-1,13.9,9.2,18,11.7
2014-09-14,4590,-1,-1,13,5,18.3,7.8
2014-09-15,9660,-1,-1,13,6.1,18.8,9.1
2014-09-16,9834,-1,-1,12.4,4,18.1,6.9
2014-09-17,9660,-1,-1,12.2,4.3,17.6,7.6
2014-09-18,9431,-1,-1,12.6,4.1,17.9,7.1
2014-09-19,8374,-1,-1,14.2,5.7,18.7,9.6
2014-09-20,4870,-1,-1,15.1,7.1,17.6,11.5
2014-09-21,4144,-1,-1,15,8.9,16.9,13.6
2014-09-22,5299,18.9,-1,10.4,7.9,14.8,6.5
2014-09-23,8990,-1,-1,3.9,3,6.5,2.9
2014-09-24,6974,14.6,-1,6,-0.6,10.5,0.4
2014-09-25,4797,0.9,-1,11.6,6.7,13.1,8.1
2014-09-26,5971,7.5,-1,12.3,9.2,13.7,11.2
2014-09-27,3639,-1,-1,12.2,6.4,14.4,9.2
2014-09-28,3532,-1,-1,12.7,7.1,16.8,11.3
2014-09-29,7454,-1,-1,12.1,7,15.7,9.9
2014-09-30,6496,-1,-1,8.8,4.7,12.7,6.9
2014-10-01,6167,-1,-1,6.5,-0.9,11.9,2.4
2014-10-02,5884,-1,-1,9.5,,12.6,3.6
2014-10-03,5483,0.8,-1,11.7,6.6,14.7,9.5
2014-10-04,2708,-1,-1,11.6,10.5,12.7,10.1
2014-10-05,2123,-1,-1,8,4,11.3,6.6
2014-10-06,5418,-1,-1,7.8,6,8.5,6.3
2014-10-07,5805,-1,-1,9.3,5.6,10.8,7.3
2014-10-08,4116,5.6,-1,8.8,5.5,10.3,7
2014-10-09,4968,9.7,-1,10.8,8,11.8,10.1
2014-10-10,4164,0.9,-1,12.1,10.5,12.9,10.6
2014-10-11,2808,-1,-1,11.1,7.7,14,9
2014-10-12,2134,0.3,-1,8,1.5,10.1,5.2
2014-10-13,4701,4.2,-1,8.1,5,8.9,7.2
2014-10-14,5060,1.8,-1,8.9,8,10.3,7.9
2014-10-15,4626,-1,-1,4.2,2.3,7.9,3.3
2014-10-16,4030,-1,-1,2.9,-0.4,5.2,1.2
2014-10-17,3568,-1,-1,1.1,-2.7,4.6,-0.8
2014-10-18,1835,3,-1,0.8,-6,3.3,-3.8
2014-10-19,713,12.8,-1,7.5,-1.1,10.8,2.2
2014-10-20,3947,0.2,-1,6.6,1.7,10.8,5.2
2014-10-21,3960,-1,,1.1,0,5.7,0
2014-10-22,3569,0.3,,-1.7,-2.1,0.5,-3.1
2014-10-23,2683,0.1,-1,-1.4,-5.3,0.2,-3.7
2014-10-24,2927,-1,-1,0.9,-3.2,3.4,-1.3
2014-10-25,1662,-1,-1,4.1,0.1,5.5,1.8
2014-10-26,1204,0.5,-1,7.1,3.1,8.3,4.7
2014-10-27,3684,0.9,-1,10.4,7.6,11.1,8.3
2014-10-28,4225,0.1,0,10.7,9.1,11.2,10.2
2014-10-29,4012,0.4,-1,9.2,6.8,10.8,8.6
2014-10-30,4239,-1,-1,6.3,-0.6,9.7,4.5
2014-10-31,3605,0.1,-1,4.5,-1.1,7.1,2.1
2014-11-01,1503,0.2,-1,2.3,-2,5.2,-0.1
2014-11-02,777,9.9,-1,6.4,1.2,8.8,2.4
2014-11-03,3109,4.5,-1,8.8,8,9.1,7.9
2014-11-04,3517,2.5,-1,9.4,,10.3,8.4
2014-11-05,4017,-1,-1,4.1,3.7,10,1.9
2014-11-06,2240,19.6,-1,1.6,0.5,1.9,0.6
2014-11-07,2508,0.4,-1,2.3,1.3,5,1.6
2014-11-08,1484,-1,-1,1.5,0.9,2.5,1
2014-11-09,1186,0.2,-1,6.1,-2,8.4,0.3
2014-11-10,3855,1.4,-1,6,3.3,8.1,5.1
2014-11-11,3338,0.5,-1,8,5.8,9.5,6.3
2014-11-12,4221,-1,-1,6.9,6,8.6,5.4
2014-11-13,3684,-1,-1,3.7,3.5,5.5,3
2014-11-14,3270,-1,-1,2.6,2.1,3.4,2.1
2014-11-15,1487,0.3,-1,1.9,1.7,2.8,1.3
2014-11-16,1474,-1,,3.6,-0.8,5.4,1.2
2014-11-17,3742,-1,-1,2.9,1.2,4.4,2.2
2014-11-18,3775,-1,-1,2.5,1.6,3.6,1.7
2014-11-19,3760,-1,-1,1.6,0.9,2.8,0.8
2014-11-20,3417,-1,-1,-0.3,-2.9,1,-1.4
2014-11-21,2169,6.2,-1,-0.9,-1.6,0.9,-1.7
2014-11-22,609,-1,4,-1.4,,-0.7,-1.8
2014-11-23,560,-1,4,0.8,-2.3,2.3,-2
2014-11-24,2537,0.2,-1,1.7,0.2,4.2,0.6
2014-11-25,2678,1.9,-1,2.9,0.9,3.8,1.5
2014-11-26,2784,-1,-1,4.1,3,4.7,3.5
2014-11-27,3039,0.5,-1,3.6,3,4.4,3.3
2014-11-28,2661,1.6,-1,2.6,2.3,3.7,1.6
2014-11-29,987,0.9,-1,1.1,0,1.8,0.5
2014-11-30,1024,-1,-1,-1.3,-1.3,0.8,-2.4
2014-12-01,2662,-1,-1,-2.5,-6.6,-1.4,-4.3
2014-12-02,2794,-1,-1,0.8,,2.9,-1.9
2014-12-03,3144,-1,-1,3.3,1.5,4.8,2.3
2014-12-04,2976,-1,-1,3.6,2.3,5,1.8
2014-12-05,2373,0.4,-1,2.7,-3.6,4.6,-0.4
2014-12-06,755,2.8,-1,2.6,1.1,4.2,1.2
2014-12-07,968,1.5,-1,4.4,-0.6,5.5,2.4
2014-12-08,2070,7.5,-1,3.4,2.9,4.8,1.8
2014-12-09,3065,2.1,-1,4.2,2.2,5.2,2.6
2014-12-10,2554,1.2,-1,3.7,1.5,4.8,3
2014-12-11,2511,1,-1,3.2,0.8,4.4,1.6
2014-12-12,2107,10.7,-1,2.6,0.7,3.4,1.4
2014-12-13,789,1,0,1.9,-0.1,3.6,0.5
2014-12-14,1005,-1,-1,2.6,-1.5,3.6,1
2014-12-15,2359,3.4,-1,3.2,-0.4,4.6,1.2
2014-12-16,2615,4.5,-1,3.6,0.1,4.7,1.2
2014-12-17,2192,-1,-1,2.1,2,4.4,0.8
2014-12-18,2235,4.5,-1,1.8,-2.8,3.2,-0.9
2014-12-19,1696,2.9,-1,4.4,2.4,5.4,3.1
2014-12-20,1175,-1,-1,2.1,0.6,4.9,1.1
2014-12-21,769,1.4,-1,0.3,-1.3,1.4,-0.8
2014-12-22,1164,10.5,,-1.2,-5.6,1.1,-2.4
2014-12-23,1000,-1,10,-6.3,,0,-8.3
2014-12-24,511,4.6,9,-4.7,,-1.8,-9.4
2014-12-25,231,-1,12,-10.3,,-3.5,-12.5
2014-12-26,344,0.1,11,-3.3,,-1.3,-12.7
2014-12-27,675,-1,10,-5,,-2.7,-8.9
2014-12-28,299,-1,10,-9,,-5.7,-11.2
2014-12-29,943,0.4,10,-14,,-11.1,-15.7
2014-12-30,586,7.8,10,-0.1,,1.1,-14.6
2014-12-31,523,-1,7,3.7,-0.1,4.7,1
2015-01-01,404,0.9,3,3.4,0,5.1,1.9
2015-01-02,651,3.4,-1,4.2,2.7,6,3.7
2015-01-03,539,1.5,-1,1.8,0.9,4.1,0.9
2015-01-04,450,0.1,-1,-1.6,-2.7,1,-2
2015-01-05,877,-1,-1,-8.8,,-1.1,-11.4
2015-01-06,384,-1,-1,-10.7,-14.6,-9,-14
2015-01-07,1449,0.4,0,-2.5,-8.9,-1.4,-9.3
2015-01-08,1194,2.9,0,1.1,-2.4,3.4,-2.1
2015-01-09,1455,0.3,-1,0.9,1.1,3.7,-0.4
2015-01-10,613,11.5,-1,-0.5,-2.9,0.7,-1.5
2015-01-11,274,0.4,13,-6.2,-0.8,0.9,-12
2015-01-12,1079,9.6,12,-10.3,,-9.8,-13
2015-01-13,1143,2.6,17,1.7,,2.6,-9.8
2015-01-14,1240,0.1,13,2.1,,3.4,0.6
2015-01-15,1278,6.7,11,2.2,,3.1,1.2
2015-01-16,830,1.5,14,2.3,,4,0.2
2015-01-17,565,1.1,6,2.8,,4,1.4
2015-01-18,589,-1,3,2.3,,3.1,1.5
2015-01-19,1578,1.1,2,-0.4,,1.6,-1.7
2015-01-20,1371,-1,3,-2.1,,-1.3,-3.1
2015-01-21,1481,-1,3,-3.6,,-0.9,-5.9
2015-01-22,1395,0.5,3,-6.6,,-5.8,-8.6
2015-01-23,1467,1.4,3,-3.3,,0.9,-6.9
2015-01-24,581,-1,3,-0.6,,0.9,-3.5
2015-01-25,521,-1,4,-0.6,,0.1,-1.1
2015-01-26,1914,-1,4,1.1,,1.8,-0.3
2015-01-27,1920,0.5,4,0.4,,1.3,-0.6
2015-01-28,1862,-1,5,1,,1.9,-0.8
2015-01-29,1978,0.2,3,1,,1.6,0.3
2015-01-30,1633,-1,3,1,,1.7,0.3
2015-01-31,636,18.4,3,0.8,,1.3,-0.2
2015-02-01,335,6.4,9,0.6,,1.1,0.3
2015-02-02,1387,3.5,9,1.1,,1.6,0.6
2015-02-03,1458,0.4,9,0.6,,1.5,0
2015-02-04,1626,-1,9,-1,,0.6,-3
2015-02-05,1679,0.9,9,-0.9,,-0.1,-1.3
2015-02-06,1505,0.1,8,0.9,,3.3,-1.9
2015-02-07,650,0.1,10,1.2,,2.9,0.3
2015-02-08,498,-1,9,-2.7,,1.5,-4.6
2015-02-09,1651,0.4,9,-1.9,,0.8,-6.5
2015-02-10,1989,-1,9,4.6,,8.3,0.6
2015-02-11,2077,-1,8,3.5,,6.7,2.2
2015-02-12,1831,0.1,7,2,,3,1.2
2015-02-13,1730,0.3,6,1.2,,2.2,-1.2
2015-02-14,637,0.4,5,0.6,,1.6,0.1
2015-02-15,717,-1,5,-4.7,,0.9,-7.2
2015-02-16,1534,-1,5,-2.4,,-1.2,-6.7
2015-02-17,1582,0.9,5,-1.3,,-0.4,-2.9
2015-02-18,1555,0.1,5,2,,3.8,-0.5
2015-02-19,1638,-1,4,2.6,,3.6,1.6
2015-02-20,1391,1.2,-1,2.7,,3.8,2.3
2015-02-21,703,3.2,-1,1.9,,2.6,0.8
2015-02-22,642,2.7,-1,2.2,,3.3,1.6
2015-02-23,2323,3.3,-1,2.4,,3.1,0.8
2015-02-24,1948,1.2,-1,2.7,0,3.3,0.9
2015-02-25,2420,-1,-1,3,1.5,4.5,2.3
2015-02-26,2516,-1,-1,1.4,0.5,3.3,0.3
2015-02-27,2197,-1,-1,1,0.3,3.1,-0.7
2015-02-28,1236,-1,-1,1.4,0.1,2.3,0.2
2015-03-01,985,-1,-1,2,0.8,3,1.2
2015-03-02,2567,6.7,-1,2.6,0.7,3.2,2
2015-03-03,2367,4.9,-1,2,1.3,2.6,0.6
2015-03-04,2652,0.3,-1,1.6,0.2,2.6,0.8
2015-03-05,2806,-1,-1,1.6,-0.1,3,0.7
2015-03-06,2181,2.3,-1,1.7,0.3,2.5,1.1
2015-03-07,1181,0.1,-1,2.1,0.4,3.9,0.2
2015-03-08,1154,-1,-1,4.8,2.8,5.3,3.2
2015-03-09,3849,-1,-1,6.1,3.6,10.3,3.9
2015-03-10,3638,0.2,-1,3.5,-0.5,5.9,1.8
2015-03-11,4047,-1,-1,4.2,2.2,6.9,3
2015-03-12,4420,-1,-1,1.5,-3.3,4.8,-1.5
2015-03-13,4035,-1,-1,1.6,-4.4,4.8,-2.3
2015-03-14,2658,-1,,2.3,-3.3,6.3,-1.3
2015-03-15,2866,-1,,3.3,-3,7.1,-0.8
2015-03-16,5181,-1,,3.3,-3.3,7.1,-0.6
2015-03-17,5482,-1,-1,3.3,-4.3,10.1,-1.7
2015-03-18,5577,-1,-1,3.6,-4.2,11.1,-1.8
